"sk_mahasiswa","nim","nama_mahasiswa","jenis_kelamin","angkatan","status","sk_prodi","created_date","updated_date","is_current","valid_from","valid_to"
5155,22000951,Mahasiswa 5155,L,2022,Aktif,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5156,22000952,Mahasiswa 5156,P,2022,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5157,22000953,Mahasiswa 5157,L,2022,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5158,22000954,Mahasiswa 5158,P,2022,Aktif,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5159,22000955,Mahasiswa 5159,L,2022,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5160,22000956,Mahasiswa 5160,L,2022,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5161,22000957,Mahasiswa 5161,P,2022,Cuti,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5162,22000958,Mahasiswa 5162,L,2022,Aktif,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5163,22000959,Mahasiswa 5163,P,2022,Lulus,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5164,22000960,Mahasiswa 5164,P,2022,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5165,22000961,Mahasiswa 5165,L,2022,Aktif,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5166,22000962,Mahasiswa 5166,P,2022,Aktif,17,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5167,22000963,Mahasiswa 5167,P,2022,Aktif,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5168,22000964,Mahasiswa 5168,L,2022,Lulus,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5169,22000965,Mahasiswa 5169,L,2022,Lulus,3,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5170,22000966,Mahasiswa 5170,P,2022,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5171,22000967,Mahasiswa 5171,L,2022,Aktif,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5172,22000968,Mahasiswa 5172,P,2022,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5173,22000969,Mahasiswa 5173,P,2022,Cuti,9,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5174,22000970,Mahasiswa 5174,L,2022,Aktif,10,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5175,22000971,Mahasiswa 5175,L,2022,Aktif,21,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5176,22000972,Mahasiswa 5176,L,2022,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5177,22000973,Mahasiswa 5177,L,2022,Aktif,5,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5178,22000974,Mahasiswa 5178,P,2022,Lulus,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5179,22000975,Mahasiswa 5179,P,2022,Aktif,10,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5180,22000976,Mahasiswa 5180,L,2022,Aktif,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5181,22000977,Mahasiswa 5181,L,2022,Aktif,6,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5182,22000978,Mahasiswa 5182,P,2022,Aktif,8,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5183,22000979,Mahasiswa 5183,P,2022,Aktif,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5184,22000980,Mahasiswa 5184,P,2022,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5185,22000981,Mahasiswa 5185,P,2022,Aktif,21,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5186,22000982,Mahasiswa 5186,L,2022,Cuti,21,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5187,22000983,Mahasiswa 5187,P,2022,Aktif,21,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5188,22000984,Mahasiswa 5188,P,2022,Aktif,20,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5189,22000985,Mahasiswa 5189,L,2022,Aktif,8,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5190,22000986,Mahasiswa 5190,P,2022,Aktif,5,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5191,22000987,Mahasiswa 5191,P,2022,Aktif,17,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5192,22000988,Mahasiswa 5192,L,2022,Cuti,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5193,22000989,Mahasiswa 5193,L,2022,Aktif,5,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5194,22000990,Mahasiswa 5194,L,2022,Aktif,17,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5195,22000991,Mahasiswa 5195,P,2022,Aktif,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5196,22000992,Mahasiswa 5196,P,2022,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5197,22000993,Mahasiswa 5197,L,2022,Aktif,6,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5198,22000994,Mahasiswa 5198,L,2022,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5199,22000995,Mahasiswa 5199,P,2022,Aktif,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5200,22000996,Mahasiswa 5200,L,2022,Aktif,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5201,22000997,Mahasiswa 5201,L,2022,Aktif,13,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5202,22000998,Mahasiswa 5202,L,2022,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5203,22000999,Mahasiswa 5203,P,2022,Aktif,17,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5204,22001000,Mahasiswa 5204,P,2022,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5205,22001001,Mahasiswa 5205,P,2022,Aktif,3,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5206,22001002,Mahasiswa 5206,P,2022,Lulus,7,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5207,22001003,Mahasiswa 5207,P,2022,Aktif,10,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5208,22001004,Mahasiswa 5208,P,2022,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5209,22001005,Mahasiswa 5209,L,2022,Aktif,10,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5210,22001006,Mahasiswa 5210,P,2022,Lulus,8,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5211,22001007,Mahasiswa 5211,P,2022,Lulus,5,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5212,22001008,Mahasiswa 5212,L,2022,Aktif,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5213,22001009,Mahasiswa 5213,P,2022,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5214,22001010,Mahasiswa 5214,P,2022,Lulus,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5215,22001011,Mahasiswa 5215,L,2022,Aktif,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5216,22001012,Mahasiswa 5216,L,2022,Aktif,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5217,22001013,Mahasiswa 5217,L,2022,Cuti,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5218,22001014,Mahasiswa 5218,P,2022,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5219,22001015,Mahasiswa 5219,L,2022,Aktif,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5220,22001016,Mahasiswa 5220,P,2022,Cuti,21,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5221,22001017,Mahasiswa 5221,P,2022,Aktif,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5222,22001018,Mahasiswa 5222,P,2022,Aktif,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5223,22001019,Mahasiswa 5223,P,2022,Aktif,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5224,22001020,Mahasiswa 5224,L,2022,Aktif,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5225,22001021,Mahasiswa 5225,L,2022,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5226,22001022,Mahasiswa 5226,P,2022,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5227,22001023,Mahasiswa 5227,L,2022,Aktif,9,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5228,22001024,Mahasiswa 5228,P,2022,Cuti,7,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5229,22001025,Mahasiswa 5229,P,2022,Aktif,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5230,22001026,Mahasiswa 5230,P,2022,Aktif,17,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5231,22001027,Mahasiswa 5231,L,2022,Aktif,9,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5232,22001028,Mahasiswa 5232,P,2022,Aktif,6,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5233,22001029,Mahasiswa 5233,P,2022,Aktif,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5234,22001030,Mahasiswa 5234,L,2022,Cuti,20,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5235,22001031,Mahasiswa 5235,L,2022,Aktif,10,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5236,22001032,Mahasiswa 5236,L,2022,Aktif,9,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5237,22001033,Mahasiswa 5237,L,2022,Aktif,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5238,22001034,Mahasiswa 5238,P,2022,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5239,22001035,Mahasiswa 5239,L,2022,Aktif,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5240,22001036,Mahasiswa 5240,P,2022,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5241,22001037,Mahasiswa 5241,L,2022,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5242,22001038,Mahasiswa 5242,L,2022,Cuti,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5243,22001039,Mahasiswa 5243,L,2022,Aktif,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5244,22001040,Mahasiswa 5244,L,2022,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5245,22001041,Mahasiswa 5245,L,2022,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5246,22001042,Mahasiswa 5246,L,2022,Aktif,13,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5247,22001043,Mahasiswa 5247,P,2022,Aktif,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5248,22001044,Mahasiswa 5248,L,2022,Aktif,9,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5249,22001045,Mahasiswa 5249,L,2022,Aktif,5,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5250,22001046,Mahasiswa 5250,L,2022,Lulus,9,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5251,22001047,Mahasiswa 5251,L,2022,Aktif,13,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5252,22001048,Mahasiswa 5252,P,2022,Aktif,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5253,22001049,Mahasiswa 5253,L,2022,Cuti,10,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5254,22001050,Mahasiswa 5254,L,2022,Aktif,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5255,22001051,Mahasiswa 5255,L,2022,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5256,22001052,Mahasiswa 5256,L,2022,Cuti,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5257,22001053,Mahasiswa 5257,P,2022,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5258,22001054,Mahasiswa 5258,L,2022,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5259,22001055,Mahasiswa 5259,P,2022,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5260,22001056,Mahasiswa 5260,L,2022,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5261,22001057,Mahasiswa 5261,P,2022,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5262,22001058,Mahasiswa 5262,P,2022,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5263,22001059,Mahasiswa 5263,L,2022,Aktif,7,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5264,22001060,Mahasiswa 5264,L,2022,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5265,22001061,Mahasiswa 5265,P,2022,Aktif,8,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5266,22001062,Mahasiswa 5266,P,2022,Lulus,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5267,22001063,Mahasiswa 5267,L,2022,Lulus,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5268,22001064,Mahasiswa 5268,P,2022,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5269,22001065,Mahasiswa 5269,P,2022,Cuti,21,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5270,22001066,Mahasiswa 5270,P,2022,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5271,22001067,Mahasiswa 5271,L,2022,Aktif,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5272,22001068,Mahasiswa 5272,P,2022,Aktif,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5273,22001069,Mahasiswa 5273,P,2022,Aktif,21,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5274,22001070,Mahasiswa 5274,P,2022,Cuti,6,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5275,22001071,Mahasiswa 5275,L,2022,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5276,22001072,Mahasiswa 5276,L,2022,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5277,22001073,Mahasiswa 5277,P,2022,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5278,22001074,Mahasiswa 5278,L,2022,Aktif,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5279,22001075,Mahasiswa 5279,P,2022,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5280,22001076,Mahasiswa 5280,L,2022,Cuti,5,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5281,22001077,Mahasiswa 5281,L,2022,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5282,22001078,Mahasiswa 5282,P,2022,Aktif,21,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5283,22001079,Mahasiswa 5283,L,2022,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5284,22001080,Mahasiswa 5284,L,2022,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5285,22001081,Mahasiswa 5285,L,2022,Aktif,17,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5286,22001082,Mahasiswa 5286,P,2022,Aktif,8,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5287,22001083,Mahasiswa 5287,L,2022,Aktif,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5288,22001084,Mahasiswa 5288,L,2022,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5289,22001085,Mahasiswa 5289,P,2022,Cuti,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5290,22001086,Mahasiswa 5290,L,2022,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5291,22001087,Mahasiswa 5291,L,2022,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5292,22001088,Mahasiswa 5292,L,2022,Lulus,8,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5293,22001089,Mahasiswa 5293,L,2022,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5294,22001090,Mahasiswa 5294,L,2022,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5295,22001091,Mahasiswa 5295,P,2022,Aktif,10,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5296,22001092,Mahasiswa 5296,P,2022,Aktif,7,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5297,22001093,Mahasiswa 5297,L,2022,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5298,22001094,Mahasiswa 5298,L,2022,Aktif,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5299,22001095,Mahasiswa 5299,L,2022,Lulus,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5300,22001096,Mahasiswa 5300,P,2022,Cuti,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5301,22001097,Mahasiswa 5301,P,2022,Aktif,21,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5302,22001098,Mahasiswa 5302,L,2022,Aktif,7,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5303,22001099,Mahasiswa 5303,L,2022,Cuti,20,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5304,22001100,Mahasiswa 5304,P,2022,Aktif,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5305,22001101,Mahasiswa 5305,L,2022,Aktif,20,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5306,22001102,Mahasiswa 5306,P,2022,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5307,22001103,Mahasiswa 5307,P,2022,Cuti,10,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5308,22001104,Mahasiswa 5308,L,2022,Aktif,9,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5309,22001105,Mahasiswa 5309,P,2022,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5310,22001106,Mahasiswa 5310,L,2022,Aktif,20,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5311,22001107,Mahasiswa 5311,L,2022,Lulus,10,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5312,22001108,Mahasiswa 5312,L,2022,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5313,22001109,Mahasiswa 5313,L,2022,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5314,22001110,Mahasiswa 5314,L,2022,Aktif,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5315,22001111,Mahasiswa 5315,L,2022,Aktif,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5316,22001112,Mahasiswa 5316,P,2022,Aktif,9,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5317,22001113,Mahasiswa 5317,P,2022,Lulus,20,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5318,22001114,Mahasiswa 5318,P,2022,Aktif,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5319,22001115,Mahasiswa 5319,P,2022,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5320,22001116,Mahasiswa 5320,L,2022,Aktif,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5321,22001117,Mahasiswa 5321,P,2022,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5322,22001118,Mahasiswa 5322,P,2022,Aktif,13,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5323,22001119,Mahasiswa 5323,P,2022,Aktif,3,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5324,22001120,Mahasiswa 5324,L,2022,Lulus,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5325,22001121,Mahasiswa 5325,P,2022,Aktif,9,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5326,22001122,Mahasiswa 5326,L,2022,Aktif,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5327,22001123,Mahasiswa 5327,P,2022,Aktif,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5328,22001124,Mahasiswa 5328,L,2022,Aktif,9,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5329,22001125,Mahasiswa 5329,L,2022,Aktif,20,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5330,22001126,Mahasiswa 5330,P,2022,Aktif,13,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5331,22001127,Mahasiswa 5331,L,2022,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
5332,22001128,Mahasiswa 5332,L,2022,Aktif,3,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
